id;customer;createdAt;totalAmount;status;salesChannel
MOCK_ORD_10079;CUST_5011;27/03/2025 19:42;323,44;CONCLUDED;WhatsApp
MOCK_ORD_10080;CUST_1884;22/09/2024 13:48;33,56;CONCLUDED;Website
MOCK_ORD_10081;CUST_1333;03/03/2025 02:28;40,34;CONCLUDED;iFood
MOCK_ORD_10082;CUST_2406;27/04/2025 09:19;200,35;CONCLUDED;Telefone
MOCK_ORD_10083;CUST_9544;09/02/2024 14:25;49,78;CONCLUDED;Telefone
MOCK_ORD_10084;CUST_4917;05/04/2025 13:04;41,14;CONCLUDED;WhatsApp
MOCK_ORD_10085;CUST_4395;15/12/2023 23:34;96,15;CONCLUDED;Website
MOCK_ORD_10086;CUST_9903;21/02/2025 01:28;321,06;DISPATCHED;App Proprio
MOCK_ORD_10087;CUST_3479;05/01/2024 21:27;80,15;CONCLUDED;App Proprio
MOCK_ORD_10088;CUST_8628;13/11/2024 03:51;66,6;CONCLUDED;WhatsApp
MOCK_ORD_10089;CUST_6159;07/11/2023 00:30;144,1;CONCLUDED;WhatsApp
MOCK_ORD_10090;CUST_3471;05/09/2024 12:54;68,31;DISPATCHED;Website
MOCK_ORD_10091;CUST_3058;02/01/2025 22:56;278,84;CONCLUDED;iFood
MOCK_ORD_10092;CUST_9903;14/05/2024 02:47;337,9;CONCLUDED;iFood
MOCK_ORD_10093;CUST_1349;20/10/2025 09:18;27,12;CONCLUDED;iFood
MOCK_ORD_10094;CUST_7415;23/05/2025 10:07;350,59;CANCELED;App Proprio
MOCK_ORD_10095;CUST_6240;16/12/2024 07:03;261,92;CONCLUDED;App Proprio
MOCK_ORD_10096;CUST_9134;20/07/2024 23:36;346,89;DISPATCHED;Website
MOCK_ORD_10097;CUST_4598;16/05/2024 09:00;117,77;CONCLUDED;Telefone
MOCK_ORD_10098;CUST_6639;27/05/2024 22:37;291,86;CANCELED;WhatsApp
MOCK_ORD_10099;CUST_6728;23/05/2025 19:46;19,06;CONCLUDED;WhatsApp
MOCK_ORD_10100;CUST_6997;09/02/2024 22:53;236,72;CONCLUDED;Telefone
MOCK_ORD_10101;CUST_4018;17/06/2024 06:19;38,53;CONCLUDED;Website
MOCK_ORD_10102;CUST_2005;29/01/2025 20:42;324,97;CANCELED;App Proprio
MOCK_ORD_10103;CUST_4026;03/06/2024 10:05;68,46;CONCLUDED;App Proprio
MOCK_ORD_10104;CUST_5595;29/03/2024 16:10;347,5;CONCLUDED;Website
MOCK_ORD_10105;CUST_2507;16/10/2024 05:56;82,73;CONCLUDED;iFood
MOCK_ORD_10106;CUST_5230;10/06/2025 14:53;227,95;CONCLUDED;WhatsApp
MOCK_ORD_10107;CUST_1043;04/02/2025 20:15;65,05;CONCLUDED;iFood
MOCK_ORD_10108;CUST_5185;24/05/2024 16:36;80,54;CONCLUDED;Telefone
MOCK_ORD_10109;CUST_6149;24/06/2025 03:04;339,51;CONCLUDED;Website
MOCK_ORD_10110;CUST_2980;22/12/2023 12:47;31,91;CONCLUDED;Telefone
MOCK_ORD_10111;CUST_8546;17/05/2025 02:44;168,86;CONCLUDED;Website
MOCK_ORD_10112;CUST_7182;07/09/2024 06:28;170,4;DISPATCHED;WhatsApp
MOCK_ORD_10113;CUST_6057;06/06/2025 17:56;343,76;CANCELED;Website
MOCK_ORD_10114;CUST_6900;03/03/2025 04:15;102,75;CONCLUDED;App Proprio
MOCK_ORD_10115;CUST_4026;04/06/2024 18:18;329,35;CONCLUDED;iFood
MOCK_ORD_10116;CUST_7815;27/04/2025 07:50;42,29;CONCLUDED;Telefone
MOCK_ORD_10117;CUST_3471;06/12/2024 02:26;245,31;DISPATCHED;App Proprio
MOCK_ORD_10118;CUST_4844;31/07/2024 20:17;200,97;CONCLUDED;Telefone
MOCK_ORD_10119;CUST_8824;21/02/2024 17:41;183,24;DISPATCHED;iFood
MOCK_ORD_10120;CUST_5806;07/02/2024 05:04;167,21;CONCLUDED;Website
MOCK_ORD_10121;CUST_3773;12/04/2025 22:04;126,02;CONCLUDED;App Proprio
MOCK_ORD_10122;CUST_9980;14/02/2024 06:51;86,86;CONCLUDED;Telefone
MOCK_ORD_10123;CUST_9912;28/06/2024 07:16;318,59;CANCELED;App Proprio
MOCK_ORD_10124;CUST_9225;14/01/2024 16:41;297,13;CONCLUDED;Website
MOCK_ORD_10125;CUST_1857;18/08/2025 20:28;179,76;DISPATCHED;App Proprio
MOCK_ORD_10126;CUST_4129;18/02/2024 19:31;270,2;DISPATCHED;Website
MOCK_ORD_10127;CUST_4674;09/05/2025 08:13;345,43;DISPATCHED;Website
MOCK_ORD_10128;CUST_4018;30/04/2024 01:40;247,67;DISPATCHED;App Proprio
MOCK_ORD_10129;CUST_7271;17/09/2024 22:31;224,76;CONCLUDED;WhatsApp
MOCK_ORD_10130;CUST_3522;11/05/2025 10:28;252,0;DISPATCHED;iFood
MOCK_ORD_10131;CUST_4149;04/04/2025 15:07;82,72;CANCELED;iFood
MOCK_ORD_10132;CUST_5777;29/07/2025 06:34;297,81;CONCLUDED;Website
MOCK_ORD_10133;CUST_8516;25/04/2024 01:30;141,14;CANCELED;App Proprio
MOCK_ORD_10134;CUST_9360;29/11/2023 19:10;334,58;DISPATCHED;Telefone
MOCK_ORD_10135;CUST_5090;27/01/2025 03:07;166,32;DISPATCHED;Telefone
MOCK_ORD_10136;CUST_5655;29/09/2024 22:03;17,2;DISPATCHED;App Proprio
MOCK_ORD_10137;CUST_6304;08/10/2024 08:58;159,36;CONCLUDED;Telefone
MOCK_ORD_10138;CUST_3522;20/07/2024 04:37;257,71;CANCELED;iFood
MOCK_ORD_10139;CUST_4113;01/10/2024 19:11;301,21;DISPATCHED;Telefone
MOCK_ORD_10140;CUST_6367;14/12/2023 20:47;288,11;CONCLUDED;Telefone
MOCK_ORD_10141;CUST_5588;21/01/2024 06:27;72,12;CONCLUDED;Website
MOCK_ORD_10142;CUST_6380;25/02/2025 07:57;60,67;DISPATCHED;App Proprio
MOCK_ORD_10143;CUST_3389;11/09/2025 09:21;136,57;CONCLUDED;Telefone
MOCK_ORD_10144;CUST_4113;08/04/2024 20:33;287,09;DISPATCHED;WhatsApp
MOCK_ORD_10145;CUST_5078;09/07/2024 11:29;179,99;CONCLUDED;Website
MOCK_ORD_10146;CUST_4877;17/06/2024 05:40;105,18;CANCELED;Telefone
MOCK_ORD_10147;CUST_4132;08/12/2024 22:37;342,27;CANCELED;iFood
MOCK_ORD_10148;CUST_2624;27/06/2024 08:45;171,52;DISPATCHED;App Proprio
MOCK_ORD_10149;CUST_4132;19/01/2025 16:51;52,74;CONCLUDED;iFood
MOCK_ORD_10150;CUST_8554;07/01/2025 12:19;272,99;CONCLUDED;WhatsApp
MOCK_ORD_10151;CUST_3637;08/04/2025 15:08;88,46;CONCLUDED;Website
MOCK_ORD_10152;CUST_6149;05/01/2025 16:12;300,34;CONCLUDED;App Proprio
MOCK_ORD_10153;CUST_2999;11/09/2025 03:59;230,6;DISPATCHED;WhatsApp
MOCK_ORD_10154;CUST_2076;19/05/2024 18:12;46,61;DISPATCHED;App Proprio
MOCK_ORD_10155;CUST_1884;27/05/2024 00:03;33,43;CANCELED;App Proprio
MOCK_ORD_10156;CUST_3456;12/06/2025 05:21;245,91;CONCLUDED;WhatsApp
MOCK_ORD_10157;CUST_5828;10/10/2025 02:07;341,69;CONCLUDED;iFood
MOCK_ORD_10158;CUST_7962;17/08/2024 17:24;26,2;CONCLUDED;iFood
MOCK_ORD_10159;CUST_2338;30/10/2024 12:39;190,68;DISPATCHED;iFood
MOCK_ORD_10160;CUST_6573;06/02/2025 07:08;139,42;CONCLUDED;Telefone
MOCK_ORD_10161;CUST_5090;12/07/2024 16:20;257,86;CONCLUDED;WhatsApp
MOCK_ORD_10162;CUST_7836;03/11/2024 23:02;49,89;CONCLUDED;WhatsApp
MOCK_ORD_10163;CUST_9978;25/07/2024 17:50;323,67;CONCLUDED;Telefone
MOCK_ORD_10164;CUST_2984;01/12/2023 22:26;326,97;CONCLUDED;Telefone
MOCK_ORD_10165;CUST_5090;30/04/2025 07:54;98,1;CONCLUDED;iFood
MOCK_ORD_10166;CUST_9134;10/03/2024 22:16;181,51;CANCELED;App Proprio
MOCK_ORD_10167;CUST_9522;18/11/2023 22:17;340,95;CANCELED;WhatsApp
MOCK_ORD_10168;CUST_5349;19/04/2025 02:37;143,73;CONCLUDED;App Proprio
MOCK_ORD_10169;CUST_9104;07/12/2023 16:10;304,28;CONCLUDED;App Proprio
MOCK_ORD_10170;CUST_9403;11/01/2025 21:23;278,35;CONCLUDED;WhatsApp
MOCK_ORD_10171;CUST_5692;22/11/2023 20:42;68,38;CONCLUDED;App Proprio
MOCK_ORD_10172;CUST_7815;09/03/2025 01:56;191,09;CONCLUDED;WhatsApp
MOCK_ORD_10173;CUST_9101;23/06/2025 17:32;97,37;CANCELED;Telefone
MOCK_ORD_10174;CUST_2798;11/01/2024 10:12;16,02;CONCLUDED;Telefone
MOCK_ORD_10175;CUST_1623;02/12/2024 07:03;46,37;CONCLUDED;Website
MOCK_ORD_10176;CUST_8742;23/03/2024 12:12;320,99;CANCELED;App Proprio
MOCK_ORD_10177;CUST_6809;19/11/2024 12:38;53,67;CONCLUDED;Website
MOCK_ORD_10178;CUST_1259;01/04/2024 02:34;251,1;CONCLUDED;Website
MOCK_ORD_10179;CUST_8117;12/11/2024 00:06;295,34;CANCELED;App Proprio
MOCK_ORD_10180;CUST_2317;19/04/2024 15:14;253,35;CONCLUDED;Website
MOCK_ORD_10181;CUST_3471;13/07/2025 08:24;45,76;CONCLUDED;WhatsApp
MOCK_ORD_10182;CUST_3737;16/11/2023 22:03;156,12;DISPATCHED;WhatsApp
MOCK_ORD_10183;CUST_8767;03/04/2024 03:08;133,79;CANCELED;WhatsApp
MOCK_ORD_10184;CUST_9146;21/04/2025 03:51;303,94;DISPATCHED;App Proprio
MOCK_ORD_10185;CUST_4387;12/02/2024 03:46;327,62;CONCLUDED;App Proprio
MOCK_ORD_10186;CUST_5706;05/06/2024 23:56;187,46;DISPATCHED;Telefone
MOCK_ORD_10187;CUST_9101;05/03/2024 09:22;213,51;CONCLUDED;Telefone
MOCK_ORD_10188;CUST_6304;09/02/2025 11:38;96,47;DISPATCHED;WhatsApp
MOCK_ORD_10189;CUST_9912;17/04/2024 05:54;113,96;CONCLUDED;Website
MOCK_ORD_10190;CUST_6149;15/10/2025 04:05;184,15;CONCLUDED;WhatsApp
MOCK_ORD_10191;CUST_3651;30/07/2025 23:45;37,31;CONCLUDED;Telefone
MOCK_ORD_10192;CUST_2076;29/03/2024 04:23;101,17;CONCLUDED;App Proprio
MOCK_ORD_10193;CUST_5692;30/09/2025 18:57;301,02;CONCLUDED;App Proprio
MOCK_ORD_10194;CUST_9115;04/06/2024 10:38;273,52;CONCLUDED;App Proprio
MOCK_ORD_10195;CUST_8867;21/08/2025 03:08;50,68;CONCLUDED;Telefone
MOCK_ORD_10196;CUST_8611;16/10/2025 09:12;326,41;DISPATCHED;iFood
MOCK_ORD_10197;CUST_5650;05/02/2024 10:05;164,27;DISPATCHED;App Proprio
MOCK_ORD_10198;CUST_4018;30/06/2025 11:39;152,01;CONCLUDED;Website
MOCK_ORD_10199;CUST_3798;20/11/2023 23:57;287,57;CANCELED;WhatsApp
MOCK_ORD_10200;CUST_9105;11/03/2024 01:15;332,56;CONCLUDED;Telefone
MOCK_ORD_10201;CUST_9903;22/04/2024 02:01;333,14;CONCLUDED;Website
MOCK_ORD_10202;CUST_9755;06/07/2024 19:42;199,42;DISPATCHED;Website
MOCK_ORD_10203;CUST_6340;02/09/2024 10:02;125,33;CONCLUDED;Website
MOCK_ORD_10204;CUST_2959;04/08/2024 06:55;82,6;DISPATCHED;WhatsApp
MOCK_ORD_10205;CUST_4826;21/06/2024 08:39;50,66;DISPATCHED;Telefone
MOCK_ORD_10206;CUST_9355;07/03/2025 12:47;263,95;DISPATCHED;Telefone
MOCK_ORD_10207;CUST_9396;04/06/2024 00:09;63,46;CONCLUDED;App Proprio
MOCK_ORD_10208;CUST_9960;14/08/2025 07:49;271,0;CONCLUDED;iFood
MOCK_ORD_10209;CUST_1320;25/02/2024 07:41;27,99;CANCELED;Telefone
MOCK_ORD_10210;CUST_3777;01/12/2023 01:35;76,88;CANCELED;App Proprio
MOCK_ORD_10211;CUST_9356;19/08/2024 16:54;316,31;DISPATCHED;Website
MOCK_ORD_10212;CUST_1441;30/05/2025 20:35;142,29;CONCLUDED;Telefone
MOCK_ORD_10213;CUST_4931;27/10/2024 10:55;125,56;CONCLUDED;Telefone
MOCK_ORD_10214;CUST_8623;11/05/2025 12:40;95,53;CONCLUDED;Telefone
MOCK_ORD_10215;CUST_8044;29/03/2025 08:24;193,0;CONCLUDED;App Proprio
MOCK_ORD_10216;CUST_9903;09/07/2025 00:27;184,49;CANCELED;Telefone
MOCK_ORD_10217;CUST_5706;04/08/2025 08:51;140,16;CONCLUDED;iFood
MOCK_ORD_10218;CUST_2456;05/05/2025 23:06;183,15;DISPATCHED;iFood
MOCK_ORD_10219;CUST_2530;22/02/2024 05:21;172,73;CONCLUDED;Telefone
MOCK_ORD_10220;CUST_9620;19/05/2025 06:21;218,83;CONCLUDED;iFood
MOCK_ORD_10221;CUST_4959;25/01/2025 12:25;196,04;CONCLUDED;Website
MOCK_ORD_10222;CUST_8238;12/04/2024 04:36;50,47;CONCLUDED;WhatsApp
MOCK_ORD_10223;CUST_1346;25/10/2025 09:13;196,55;CONCLUDED;Telefone
MOCK_ORD_10224;CUST_4853;11/03/2024 00:02;285,85;CONCLUDED;WhatsApp
MOCK_ORD_10225;CUST_8239;28/05/2024 02:35;122,35;CONCLUDED;iFood
MOCK_ORD_10226;CUST_2449;01/01/2024 02:24;92,57;DISPATCHED;App Proprio
MOCK_ORD_10227;CUST_3081;01/03/2024 06:33;124,66;DISPATCHED;iFood
MOCK_ORD_10228;CUST_4149;02/11/2024 06:27;320,41;CONCLUDED;iFood
MOCK_ORD_10229;CUST_5551;17/06/2025 15:27;281,64;CANCELED;App Proprio
MOCK_ORD_10230;CUST_7685;16/12/2023 05:46;339,77;DISPATCHED;Website
MOCK_ORD_10231;CUST_2113;30/12/2023 09:42;199,74;CONCLUDED;WhatsApp
MOCK_ORD_10232;CUST_6639;16/03/2025 00:51;179,78;CONCLUDED;WhatsApp
MOCK_ORD_10233;CUST_4598;13/06/2024 07:49;265,05;DISPATCHED;iFood
MOCK_ORD_10234;CUST_2980;17/10/2024 15:55;172,77;CANCELED;WhatsApp
MOCK_ORD_10235;CUST_8537;28/01/2024 21:27;219,88;CONCLUDED;iFood
MOCK_ORD_10236;CUST_2625;12/12/2024 09:40;183,75;CONCLUDED;Website
MOCK_ORD_10237;CUST_2502;21/05/2024 10:54;185,02;CONCLUDED;iFood
MOCK_ORD_10238;CUST_4371;01/09/2025 23:39;44,54;CANCELED;WhatsApp
MOCK_ORD_10239;CUST_6415;22/04/2024 05:45;256,12;DISPATCHED;WhatsApp
MOCK_ORD_10240;CUST_3013;26/04/2024 21:08;183,07;CONCLUDED;iFood
MOCK_ORD_10241;CUST_3798;29/04/2025 14:29;312,53;CONCLUDED;WhatsApp
MOCK_ORD_10242;CUST_8357;26/03/2025 20:42;142,66;CONCLUDED;Telefone
MOCK_ORD_10243;CUST_5446;09/11/2023 12:05;91,1;CONCLUDED;Telefone
MOCK_ORD_10244;CUST_6900;21/04/2025 13:48;126,97;CONCLUDED;App Proprio
MOCK_ORD_10245;CUST_8134;05/12/2024 13:02;202,83;CONCLUDED;Telefone
MOCK_ORD_10246;CUST_8079;31/12/2023 20:23;61,87;CONCLUDED;Telefone
MOCK_ORD_10247;CUST_2317;02/11/2024 18:40;193,93;CONCLUDED;App Proprio
MOCK_ORD_10248;CUST_6015;15/09/2024 21:04;272,85;CONCLUDED;App Proprio
MOCK_ORD_10249;CUST_5481;06/03/2024 22:14;165,99;CONCLUDED;iFood
MOCK_ORD_10250;CUST_4946;12/03/2024 16:16;300,8;CONCLUDED;Website
MOCK_ORD_10251;CUST_5647;31/05/2024 12:02;172,54;CONCLUDED;App Proprio
MOCK_ORD_10252;CUST_6149;29/10/2024 11:18;36,83;CANCELED;Website
MOCK_ORD_10253;CUST_1037;26/09/2024 14:34;236,6;CONCLUDED;WhatsApp
MOCK_ORD_10254;CUST_1877;24/07/2024 00:06;17,32;CANCELED;App Proprio
MOCK_ORD_10255;CUST_1382;20/12/2023 13:51;120,43;CANCELED;Telefone
MOCK_ORD_10256;CUST_1811;30/12/2023 07:20;168,79;CONCLUDED;App Proprio
MOCK_ORD_10257;CUST_9969;29/04/2025 03:13;286,66;CONCLUDED;Website
MOCK_ORD_10258;CUST_6415;24/12/2023 03:24;150,8;CANCELED;iFood
MOCK_ORD_10259;CUST_7914;08/06/2024 07:01;226,24;CONCLUDED;Telefone
MOCK_ORD_10260;CUST_7357;17/02/2024 12:03;220,16;DISPATCHED;iFood
MOCK_ORD_10261;CUST_4838;17/12/2023 10:24;193,08;CANCELED;Website
MOCK_ORD_10262;CUST_3039;29/07/2025 10:24;81,42;DISPATCHED;Telefone
MOCK_ORD_10263;CUST_7620;06/11/2023 00:09;72,83;CONCLUDED;Website
MOCK_ORD_10264;CUST_5551;19/04/2025 21:44;296,28;CANCELED;App Proprio
MOCK_ORD_10265;CUST_2694;24/04/2024 20:58;53,73;CONCLUDED;WhatsApp
MOCK_ORD_10266;CUST_2076;28/05/2025 14:21;112,08;CONCLUDED;App Proprio
MOCK_ORD_10267;CUST_5702;04/12/2024 11:40;115,31;CONCLUDED;WhatsApp
MOCK_ORD_10268;CUST_7093;09/09/2024 02:36;121,05;CANCELED;iFood
MOCK_ORD_10269;CUST_4195;05/10/2025 19:29;128,18;CONCLUDED;WhatsApp
MOCK_ORD_10270;CUST_6458;12/12/2024 07:49;210,0;DISPATCHED;WhatsApp
MOCK_ORD_10271;CUST_4377;18/09/2024 09:26;271,47;CONCLUDED;Website
MOCK_ORD_10272;CUST_8214;13/01/2024 10:37;122,71;CONCLUDED;Website
MOCK_ORD_10273;CUST_9978;23/02/2024 01:27;347,66;CONCLUDED;App Proprio
MOCK_ORD_10274;CUST_7022;28/08/2024 14:35;306,17;CONCLUDED;Telefone
MOCK_ORD_10275;CUST_7308;15/03/2024 22:38;246,14;CONCLUDED;Website
MOCK_ORD_10276;CUST_1884;20/10/2024 07:25;319,11;CONCLUDED;iFood
MOCK_ORD_10277;CUST_5912;03/12/2024 10:22;102,69;CONCLUDED;Website
MOCK_ORD_10278;CUST_8095;23/06/2024 03:26;106,13;CONCLUDED;Website
MOCK_ORD_10279;CUST_3865;02/04/2025 10:06;269,3;CONCLUDED;iFood
MOCK_ORD_10280;CUST_1623;29/06/2024 14:44;85,1;CONCLUDED;WhatsApp
MOCK_ORD_10281;CUST_2980;27/02/2025 01:30;272,94;DISPATCHED;WhatsApp
MOCK_ORD_10282;CUST_8611;05/11/2023 11:09;267,76;CONCLUDED;Website
MOCK_ORD_10283;CUST_7949;27/12/2024 04:25;283,4;CANCELED;iFood
MOCK_ORD_10284;CUST_1760;06/11/2023 17:44;332,42;CONCLUDED;WhatsApp
MOCK_ORD_10285;CUST_7311;09/05/2025 01:31;129,63;DISPATCHED;Telefone
MOCK_ORD_10286;CUST_2984;11/07/2024 09:44;343,61;CONCLUDED;Website
MOCK_ORD_10287;CUST_9965;04/09/2024 22:05;262,09;DISPATCHED;Website
MOCK_ORD_10288;CUST_7434;31/01/2025 03:37;51,88;CONCLUDED;App Proprio
MOCK_ORD_10289;CUST_5692;28/08/2025 06:48;135,07;DISPATCHED;App Proprio
MOCK_ORD_10290;CUST_5658;19/04/2025 02:42;63,72;CONCLUDED;Telefone
MOCK_ORD_10291;CUST_8851;25/10/2024 11:46;177,94;CONCLUDED;App Proprio
MOCK_ORD_10292;CUST_5090;10/09/2025 20:39;175,01;CONCLUDED;WhatsApp
MOCK_ORD_10293;CUST_1382;11/05/2025 23:22;18,31;CONCLUDED;Telefone
MOCK_ORD_10294;CUST_4278;29/10/2024 05:46;55,53;CONCLUDED;Telefone
MOCK_ORD_10295;CUST_7582;15/12/2024 04:03;170,12;CONCLUDED;Telefone
MOCK_ORD_10296;CUST_3374;06/12/2024 06:20;130,36;CONCLUDED;WhatsApp
MOCK_ORD_10297;CUST_8461;26/05/2025 10:28;331,21;CONCLUDED;Telefone
